kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"USER USER USER Betull mang, eta jurig resep pisan kanu bundir, tong boroning jelemana, tempat na wae waduhhh kudu di rombak NU urut bundir mah. Emang tipu daya jeng godaan na berat pisann. Sholat nu oang penting na kanggo tameng","Bener mang, eta mah jurig nu resep pisan ngadorong ka bundir; tong disalahkeun jelemana, tempatna weh waduh kudu dirapihin deui. Godaan jeung tipu dayana beurat pisan, jadi sholat teh penting kanggo tameng.","Astaghfirullah mang, sabenerna eta jurig nu ngagoda kana bundir, ulah boroning jelemana; tempat nu urut kitu mah mending dirombak. Godaan berat euy, sholat jeung dzikir sing jadi tameng.","Setuju pisan, mang: ulah nyalahkeun korban na, nu kudu dibenahkeun teh tempat nu urut bundir. Jurig godaan na kuat pisan, makanya sholat mah pangpentingna minangka tameng.","Betul lah mang, ieu mah jelas pangaruh jurig nu resep ka urusan bundir; tong judge jelemana, mending tempatna dirombak heula. Berat pisan godaan, sholat teh jadi perisai urang.","Heeh bener mang, eta jurig teh resep pisan nyurung ka bundir, jadi ulah disasarkeun ka jelema na; tempat nu kolot mah waduh kudu di-upgrade. Godaan beurat pisan, sholat penting keur tameng.",not hate speech
"tmn ku di unsoed kena ukt 20jt, kata gue teh gelo pisan","Temenku di Unsoed kena UKT 20 jutaan, gue teh kaget pisan euy.","Tadi tmn ku di Unsoed ditetapin UKT-nya 20jt, asa mahal pisan atuh, gue sampe bengong.","Temen gue teh di Unsoed UKT-nya 20jt, aduh pusing euy, mahalna teu nahan.","Tmn ku di Unsoed UKT 20jt, gue teh sedih pisan keur dia, berat atuh segitu.","Barusan tmn ku di unsoed kebagian UKT 20jt, yaampun, kaget teh, kumaha teu nangis dompetna.",not hate speech
Keluarga dari mamah naha pikasebeleun kabeh nya,"Keluarga mamah teh kunaon siga rada nyebelin kabeh, nya?","Kok kulawarga ti mamah kadang karasa pikasebeleun sakabehna, apa cuma perasaan aing wae?","Naha kulawarga mamah sok matak bete, padahal mah hayang akur we.","Kadang-kadang keluarga dari mamah teh rada ngaganggu, tapi meureun keur capek wae, nya.","Sugan mah abdi nu teuing sensitif, makanya keluarga mamah karasa nyebelin sakedik, heheu.",not hate speech
USER anjir winter aing sender aneh banget faklah,"USER anjir, ningali Winter teh aing nu ngirim jadi aneh pisan, faklah","USER beuh Winter mah gemes, aing sender jadi kagok sorangan wkwk","USER astaga, gara-gara Winter aing nu nge-send rada cringey weh, hadeuh","USER ciye Winter, aing nu jadi sender teh kaku pisan, duh faklah","USER wkwk Winter lucu, aing nu ngirim pesen jadi teu jelas saeutik, maap atuh",not hate speech
USER Anies dan Ganjar di laporkan ke Bawaslu tuduhan menyerang prabowo secara personal dan memaksa Prabowo membuka data pertahanan Emng dasar belegug pendukung si Wowo 🤣😁,USER Anies sama Ganjar dilaporin ke Bawaslu gara2 dituduh nyerang Prabowo secara personal n maksa buka data pertahanan. Dasar belegug pendukung si Wowo 😆,"USER Katanya Anies-ganjar dilaporkeun ka Bawaslu, tuduhan nyerang pribadi Prabowo jeung maksa ngablak data pertahanan. Pendukung Wowo teh goblok pisan atuh 😂","USER Udah rame dilaporin ka Bawaslu: Anies & Ganjar dibilang nyerang Prabowo personal terus maksa buka data. Pendukung si Wowo mah beungeutna kandel, belegug kabeh 😒","USER Laporan ke Bawaslu soal Anies-Ganjar nyerang Prabowo pribadi jeung maksa buka-bukaan data pertahanan. Da pendukung Wowo teh bodo teuing, sok ngembat narasi ngawur 🤦","USER Geus jelas dilaporkeun, Anies jeung Ganjar dituduh nyerang Prabowo personal bari maksa buka data pertahanan. Pendukung si Wowo mah teu make uteuk, belegug wae wkwk",hate speech
"jangan ngarep ke aing, aing juga sama tempatnya kecewa","teu usah ngarep ka aing atuh, aing ge lagi rada kecewa sama tempatna","maaf ya, jangan berharap teuing ka aing; aing oge keur kecewa ku tempatna","udah jangan nunggu-nunggu aing, soalnya aing juga kecewa pisan sama tempat itu","punten, teu kudu ngarep ti aing, aing mah lagi capek jeung rada kecewa kana tempatna","santai wae, ulah ekspektasi ka aing, aing ge sarua keur kuciwa jeung tempatna",not hate speech
"Si kasep gini siapa yang bunuh? jurig tah?"" Sehun pun memanggil Chanyeol ke tkp dan memberitahu kepada Pak RT.""","Aduh, si kasep kieu saha nu bunuh? jurig tah? Sehun langsung nelpon Chanyeol ka TKP jeung ngasih tau ka Pak RT.","Kok bisa si kasep begini, saha nu ngalakukeun kitu? jurig meureun? Sehun buru-buru manggil Chanyeol ke TKP trus ngabarin Pak RT.","Hadeuh, si kasep kieu teh saha nu nyerangna? jurig kitu? Sehun mah langsung chat Chanyeol suruh ke TKP, terus laporan ka Pak RT.","Serem euy, si kasep kieu kunaon, aya jurig tah? Sehun atuh ngajak Chanyeol datang ka TKP terus ngejelasin ka Pak RT.","Naha si kasep kieu jadi korban, saha nu nyebabkeunna? jurig we? Sehun ge langsung ngundang Chanyeol ka TKP jeung ngasih kabar ke Pak RT.",not hate speech
USER USER USER baru aing mau tag itu org,"USER USER USER tadi aing rek nge-tag eta org, can sempet","USER USER USER, aing mah barusan arek tag si eta orangna","USER USER USER we, aing teh baru hayang tag eta org, santuy","USER USER USER baru urang rek tag manehna, sabar heula","USER USER USER, nu tadi aing baru mo tag eta orang, bentar ya",not hate speech
"Wkwk benerrr pada tinggi, pinter rawat diri, tapi rada boloho terus mannernya kureng bgt 🫠","Wkwk bener pisan, pada jangkung jeung rapih, tapi beuki belegug, mannerna minus parah 😮‍💨","Kesel euy, maraneh tinggi-tinggi, pinter ngurus diri, tapi goblok wae, manner teh kureng pol!","Cieee sarerea glow up, jangkung, tapi otak rada boloho, manner mah nol pisan 😂","Ngakak, visual mah okelah, pinter rawat diri, tapi diajak ngobrol sakedapan langsung ketauan bego, mannerna teu aya-aya 😑","Tinggi sih, skincare-an rajin, tapi tingkah maraneh teh bloon, manner kureng bgt, nyebelin pisan 🥴",hate speech
Gakpoooooo 🤭🤭🤭 Anjay baru 15 menit udh dua gol LIVERPOOL aing,"Gakpo euy 🤯 15 menit doang geus dua gol, Liverpool aing ngacir pisan!","Teu nyangka atuh, Gakpo kakara 15 menit geus brace, mantul pisan Liverpool aing 😎","Santuy we, Gakpo on fire euy, 15 menit langsung dua gol, bangga pisan ka Liverpool aing.","Gokil pisan, Gakpo 15 menit mah dua gol we, Liverpool aing teu aya obat 🤭","Heueuh, Gakpo deui-deui, kakara 15 menit geus dua, Liverpool aing ajib pisan! 🔥",not hate speech
Tiba tiba si kehed pajero putih plat b nyelonong masuk parkir di samping mobil gue yg bikin sisi kiri mobil ga bisa buka pintu. Ribet dong gue mana bawa anak pula dan adik adik gue.,"Tadi teuing darimana si kehed Pajero putih plat B nyelonong wae parkir nempel mobil gue, jadinya sisi kiri ga bisa kebuka. Hadeuh, repot pisan, gue lagi bawa anak jeung adik-adik.","Barusan aya Pajero putih plat B nyelip parkir mepet pisan di samping mobil gue, jadi pintu kiri mah teu kabuka. Mohon atuh ulah kieu, gue lagi bawa anak jeung dulur-dulur.","Astaga, si kehed nu bawa Pajero putih plat B nyerobot parkir, nempelin mobil gue sampe pintu kiri ga bisa dibuka. Ribet euy, gue bawa anak sama adik-adik!","Kieu teuing ya, Pajero putih plat B nyelonong parkir sebelah mobil gue, efekna sisi kiri ga bisa buka pintu. Padahal gue lagi bawa anak jeung adik-adik, jadi repot pisan.","Mantap pisan etamah, Pajero putih plat B nyodor parkir deket pisan ka mobil gue, pintu kiri jadi ga kebuka. Kiwari jadi rempong, gue bawa anak plus adik-adik.",not hate speech
"USER Gw yg belajar jurnalistik hadehh liat ini koplok banget media sama jurnalis nya sama aja,gak semestinya itu liputan kaya begitu","USER Gw lagi belajar jurnalistik, hadeuh, ningali ieu liputan kok siga teu profesional, media jeung jurnalisna sarua wae, kuduna mah teu kieu carana.","USER Sebagai yg kuliah jurnalistik, hadeuh, kieu teh liputanna? Media jeung jurnalisna siga teu diajar etika, harusna mah ulah gini.","USER Gw yg lagi ngulik jurnalistik, hadeuh pisan, ningali berita kieu mah lieur, media jeung jurnalisna teh kaya teu méré verifikasi, mestina ulah asal tayang.","USER Gw yg belajar jurnalistik, hadeuh, liputan kieu koplok pisan, media jeung jurnalisna mah asa sami, padahal teu sakuduna kitu.","USER Gw belajar jurnalistik oge, hadeuh, meureun liputan ieu bisa diropéa deui, media jeung jurnalisna kudu leuwih ati-ati, sakuduna mah teu kieu nulisna.",not hate speech
"Ini lampu kapan nyala sih anjir, aing mau tidur iniiii😭","Lampu ini kok can hurung-hurung atuh, aing hayang sare, cepetan lah 😭","Kunaon sih lampu na gelap wae, aing mau bobok, nyalain atuh please 🙏","Duh, ti tadi lampu teu nyala-nyala, aing teh udah ngantuk pisan, kumaha atuh?","Bro, lampu kapan hurungna sih, aing mau tidur heula, kesel euy.","Halo, nu di luar, lampu na bisa nyala teu? aing rek sare, capek pisan.",not hate speech
USER lu mh koplok dikasih duit segepok sama mafia itu nanti juga lu kicep malah dukung goblok lu mh,"USER lu mah koplok pisan, dikasih duit segepok ku mafia ge bakal kicep, ujug-ujug jadi bebekna. Goblok bener lu mah.","USER heueuh, lu mah pinter teuing, dikasih duit segepok ku mafia langsung diem bae, tuluy sok dukung; hade pisan goblokna.","USER lu mah tolol atuh, dapet sogokan segepok ti mafia, langsung kicep jeung jadi pembelanya. Memalukan, goblok lu mah.","USER dasar lu mah koplok, duit segepok ti mafia oge nyieun lu kicep, terus ngagonggong bela-belaan maranehna. Otak di mana, goblok?","USER lu mah bebal, dikasih amplop segepok sama mafia langsung nurut, kicep wae terus jadi pendukungna. Duh goblokna teu aya obat.",hate speech
USER da sebenernya ga akan jadi panjang dan besar kalo ga diwaro anjir asli deh anggap aja orang julid tapi depan beungeut gitu kan yah😭,"USER mah sebenerna moal jadi panjang jeung gede lamun teu diwaro; santai wae, anggap eta teh julid tapi ngomongna langsung di hareup beungeut, beres 😌","Kalo ga diwaro juga, USER ga bakal melebar segitu kok; ya udah, kalo mau julid, bilangnya depan beungeut weh biar fair 🙂","Da beneran, tanpa diwaro mah USER teu jadi panjang-besar; hayu, ngomong baik-baik di hareupeun beungeut, biar clear wkwk","Menurutku teh, USER bakal biasa-biasa wae kalo teu diwaroin; kalo ada unek-unek julid, sampaikan langsung di depan beungeut, no hard feelings yah","Serius anjir, USER mah moal ngalegaan mun teu diwaro; udahlah, anggap aja celetukan julid terus bicarainna langsung di hareup beungeut, beres euy",not hate speech
"Hayang jajan 🖐😋🤚, meski harga kyk kanjut gw ttp trabas. Big credit to USER thanks abissss 🫶🫡 https://t.co/YGiABXc82G","Hayang jajan pisan 😋, sanajan harga na mahal beuud tetep trabas we. Big credit to USER, hatur nuhun abisss 🫶 https://t.co/YGiABXc82G","Hayang jajan, harga na bikin dompet ngeluh tapi ku urang mah gaskeun bae. Credit gede ka USER, makasih pisan! 🫡 https://t.co/YGiABXc82G","Hayang jajan teuing, meski harga kyk kanjut tetep disikat we woy. Big credit to USER, thanks beuud 🤝 https://t.co/YGiABXc82G","Hayang jajan atuh, walau price na rada edan, tetep dicoba we. Nuhun pisan ka USER, mantap! 🙌 https://t.co/YGiABXc82G","Hayang jajan heula, sanajan harga na nyelekit pisan, tetep babat jalan. Big credit ka USER, nuhun loba 😎 https://t.co/YGiABXc82G",not hate speech
USER masih memegang tahta tertinggi 3 kata lucu : beungeut sia hurung,"USER masih rajanya, 3 kata paling nyelekit: beungeut sia hurung.","Fix USER tetep juara, 3 kata kasar nu ngena pisan: beungeut sia hurung.","USER mah pangluhurna kénéh, tiga kata ngahinakeun: beungeut sia hurung!","USER tetep megang tahta, 3 kata nu paling nyolot: beungeut sia hurung.","USER masih paling sakti di sini, tiga kata paling nyeplos: beungeut sia hurung.",hate speech
"Fans win lagi yg di salahin 😂 padahal aing juga kaga peduli brightgulf mau berlayar kek, mau kayang kek, mau cipokan kek, sok atuh waktu dan tempat di persilahkan ☺","Fans win deui nu disalahkeun wkwk, padahal aing mah teu paduli, brightgulf rek berlayar kek, rek kayang kek, rek cipokan oge, sok atuh waktu jeung tempatna dipake we.","Lah kok fans win disalahin deui, padahal aing teh santuy bae, brightgulf mau berlayar, kayang, atawa cipokan juga terserah, mangga atur sorangan waktuna jeung tempatna.","Fans win lagi2 dijadiin kambing hitam, padahal aing oge cuek we, brightgulf rek sailing, rek kayang, rek cipokan, sok atuh, tinggal kabari waktuna tempatna.","Disalahin mulu fans win, padahal aing mah bodo amat pisan, brightgulf mau berlayar kek, mau kayang kek, mau cipokan kek, mangga atuh, waktuna tempatna kumaha maranehna.","Kumaha we lah, fans win sok keneh disalahkeun, aing mah moal ribet, brightgulf rek berlayar, rek kayang, rek cipokan, silakan atuh, tinggal atur we waktu jeung tempat.",not hate speech
"Yaahh.....akun Jurig "" kena susp permnaen kyknya 😩 Tambah lagi yg tumbang 🤕🤕""","Aduh... akun Jurig kayanya ke-suspend permanen meureun, nambah deui nu ragrag 😢","Duh atuh, akun Jurig teh kena susp permanen sigana 😩 tambah deui wae nu tumbang 🤕","Euh, akun ""Jurig"" kakeunaan suspend permanen kali ya... sedih euy, nambah deui korban 😔","Ya ampun, akun Jurig siga-na di-suspen permanen, teu nyangka, aya deui nu ambruk 😥","Hadeuh... akun Jurig kyknya di-ban permanen atuh, teuing kumaha, deui-deui wae nu ragrag 😮‍💨",not hate speech
"USER Ga ada jasa santet gitu? Ke anjir mereka bilang kita suka bully, tapi mereka ga ngaca, gw kasih kaca segede gaban juga ya  biar pada ngaca, koplok!!!","USER Aya jasa santet apaan sih? Anjir, maraneh tuduh urang tukang bully, padahal sorangan teu ngaca. Nih gw kirimin kaca segede gaban, ngaca heula atuh, koplok!","USER Santet mah teu kudu, nu perlu mah kalian ngaca. Ke anjir, teriak kita bully mulu, padahal kelakuan sorangan parah. Gw kasih cermin raksasa, ngaca sana, goblok!","USER Ke anjir, sok ngomong kita bully, padahal maraneh nu paling nyolot. Mun teu bisa jujur, ngaca we heula. Nih kaca segede gawir, pake bener, tolol!","USER Nanya jasa santet segala, da kalian oge tukang ngatakin. Anjir, bilang kita bully tapi diri sorangan teu ngaca. Nih gw bawain kaca gede pisan, ngaca sana, bego!","USER Santet teh moal nyelesain naon-naon, nu kudu mah maraneh sadar. Anjir, nuduh kita bully padahal tingkah sorangan kacau. Gw pasangin kaca segede gaban, ngaca nu bener, bangsat!",hate speech
"Dad: tiap jam 4 pagi TV nyala sendiri"" Me: ""timernya kali"" Dad: ""No, ga dinyalain"" Me: ""fix, jurig eta mah"" Dad: ""eeee... lain!!""""","Dad: jam 4 subuh TV tiba-tiba hurung sorangan. Me: timer kali, dad. Dad: henteu, teu diset. Me: wah fix jurig eta mah. Dad: eee... lain atuh!","Ayah: tiap jam 4 TV sok nyala sendiri. Aku: meureun timernya kepencet? Ayah: lain, teu ku ayah. Aku: serem euy, jurig meureun. Ayah: hadeuh, lain kitu we.","Bapak: subuh-subuh jam 4, TV auto hurung. Aku: kabelna error kali, pak. Bapak: teu, kabelna aman. Aku: fix, jurig nu maenkeun. Bapak: euleuh, lain jurig!","Abah: tiap subuh TV nyala sorangan. Aing: atuh setelan timer meureun, bah. Abah: henteu, teu diset nanaon. Aing: ah, jurig teuing eta mah. Abah: ah, lain atuh.","Papa: jam 4an TV sok idup sendiri. Gue: bug-nya kali, pa. Papa: moal, ga diapa-apain. Gue: hiii jurig kali ya. Papa: ish, lain kitu!",not hate speech
"udah berusaha ngajak baikan,udah buat tweet permintaan maaf, ga mulai sindir- sindiran, udah berusaha ngelurusin, udah kasi bukti nyata siapa yang nyindir duluan, tapi kalau masih salah, yaudah, ga bisa ngomong lagi berarti udah orientasi dia nya aja jelek ke aing","Udah coba ngajak baikan, geus ngetweet menta hampura, teu ngamimitian sindir-sindiran, geus ngelurusin, bukti nyata saha nu nyindir heula oge geus dipasihkeun. Mun masih dibilang salah, yaudah we, teu bisa ngomong deui, sigana mah sikap maneh ka aing memang geus jelek.","Udah susah payah ngajak damai, nulis tweet permintaan maaf, teu nyindir-nyindir, geus bereskeun klarifikasi, bukti real saha nu mulai oge ku aing dibeberkeun. Lamun tetep salah wae, ya atuh, kuring mundur heula, meureun cara pandang anjeun ka aing memang negatif.","Dari awal udah usaha baikan, ngepost permintaan maaf, teu ngeladenan sindiran, geus coba lurusin hal-hal nu keputer, bukti juga udah ada siapa nu mulai. Tapi mun masih dianggap salah, ya udah, pasrah we, berarti persepsi maneh ka aing teu hade.","Udah ajak rujuk ngobrol baik-baik, udah bikin tweet minta maaf, teu ikut-ikutan nyindir, geus ngasih bukti jelas saha nu nyindir heula, terus masih salah? Yaudah atuh, capek euy, berarti manehna mah geus mikirna goreng ka aing.","Semua langkah udah ku aing lakonin: ngajak baikan, ngetweet menta hampura, teu nyindir, ngelurusin, bukti oge geus ditepikeun. Mun hasilna tetep salah di aing, ya geus we, kuring narik diri heula, sigana eta mah cara pandang anjeun ka aing memang teu beres.",not hate speech
USER Apalagi ada yg bilang gak laku di asia 😭 heh jurig anda mending buka survey seberapa banyak army dan fans fandom kalian di asia 😭🙏,"USER Aduh aya oge nu ngomong gak laku di Asia 😅 sok atuh buka survey, hitung sabaraha ARMY jeung fans fandom kalian di Asia 🙏","USER Katanya gak laku di Asia? heueuh atuh, cobain wae survey, tingali sabaraha ARMY jeung fans kalian di Asia 🤭📊","USER Sugan nu bilang gak laku di Asia teh bisa cek data, sok bikin survey, pasti loba ARMY jeung fans kalian di Asia 😊✨","USER Apalagi aya nu nyebut gak laku di Asia, ulah ngarang atuh, mending survey wae sabaraha ARMY jeung fans kalian di Asia 😌","USER Gak laku di Asia, ceunah? ah kumaha sih, mendingan sok survey heula, cek sabaraha ARMY jeung fans kalian di Asia 😭🙏",not hate speech
"Gila, Tian-Farah temen gw emang, gas trus, gelo pisan emng shafa klo berulah","Gokil atuh, Tian-Farah teh temen gue beneran, gaskeun terus, si Shafa kalo berulah mah gelo pisan tapi ngibur","Wkwk, Tian-Farah mah sobat gw, hayu gas trus, si Shafa teh emang suka berulah, jadi rame we","Astaga, temen gw Tian-Farah, gas wae lah, Shafa mah kalo mulai berulah suka heboh pisan","Heueuh, Tian-Farah itu bestie gue, gaskeun atuh, si Shafa kalo berulah teh rada kocak, teu aya obat","Anjir kocak, Tian-Farah temen gw emang, gas terus lah, si Shafa teh pas berulah suka bikin ngakak",not hate speech
USER Kalo Afrika sih gw percaya² aja soalnya kanjut orang disana gede-gedean,"USER Kalo Afrika mah gw percaya-percaya wae, soalnya potensi alam di sana gede pisan, teu ngada-ngada.","USER Kalo Afrika sih gue percaya we, da sumber beritanya kredibel jeung jelas, teu hoaks.","USER Soal Afrika mah iya, gw percaya2 aja, soalnya prestasi atletna ge sering juara, gede pangaruhna.","USER Kalo Afrika mah gue percaya, atuh budaya jeung sejarahna kuat pisan, euy.","USER Kalo Afrika sih gw percaya2 wae, da fakta lapanganna ge nyebutkeun ekonomina keur naik gede-gedean.",not hate speech
"USER USER Bawa2 Allah , konteks beda, dasar belegug, yg mesti suruh inget elo , dgn kelakuan elo , ingat jejak digital masih berseliweran","USER USER, ulah bawa-bawa Allah mun konteksna beda, dasar belegug. Sing inget, kelakuan lo teh kerek nyampak di jejak digital, masih berseliweran.","Woy USER, bawa2 Allah mulu padahal konteks lain. Maneh belegug pisan, inget euy, jejak digital soal kelakuan lo masih ngapung di timeline.","USER, bisi teu nyaho, konteksna beda atuh, jadi stop bawa2 Allah. Lo tuh bodoh teuing, jejak digital kelakuan lo masih katingali dimana-mana.","USER USER, sok pinter bawa2 Allah ya? Padahal teu nyambung jeung konteks. Belegug! Jejak digital lo soal kelakuan memalukan masih gentayangan.","Hei USER, jangan bawa2 Allah kalau gak nyambung, konteks beda. Dasar goblok atuh, inget, kelakuan lo kerek kacatet, jejak digitalna masih nyebar.",hate speech
USER USER FUCK YOU DIAM NGAPA ANYING GANGGU MULU SIA KOPLOK 👺,"USER, bacot teuing sia, diem atuh we, ngaganggu mulu, koplok anying!","USER USER, aing geus kesel euy, tutup mulut atuh kontol, ribut wae, maneh teh tolol pisan!","Eh USER, bisa teu eureun? ganggu bae, sia goblok, nyebelin pisan anjir!","USER, diem lah we, ulah sok bacot, ngapain sih ganggu? bego, anying sia!","Woy USER, ribut deui ribut deui, teuing hayang naon, diem atuh, bangsat, sia teh nyusahin pisan!",hate speech
USER USER emang menang se kanjut eta 😭😭😭😭😭😭,"USER USER beneran menang deui atuh, lanjutkeun eta we 😭😭","USER USER menang wae, teu nyangka pisan euy, lanjutkeun eta lah 😭✨","USER USER juara deui, teuing kumaha, teruskeun we eta atuh 😭🙌","USER USER menang deui bae, abdi nepi ka leuleus, lanjutkeun eta we 😭","USER USER menang terus gening, sok atuh lanjutkeun eta, kabagjaan teuing 😭😂",not hate speech
Sumpah aing nafas doang kayak orang ngorok,"Sumpah, aing napas weh teh langsung kedengeran siga nu ngorok, kesel euy.","Barusan mah napas aing bae, tapi suaranya kayak orang ngorok, heran pisan.","Napas aing teh berisik ge, mirip ngorok padahal cicing bae.","Astaga, tarik napas saeutik wae, aing geus kedengeran kayak ngorok, malu atuh.","Aing napas santai wae teh, tapi jadi kayak ngorok, ngakak ge sorangan.",not hate speech
"USER Bdg di sosmed adl romantisasi, aslina mah geus pada pikasebeleun","USER Bdg di sosmed teh diromantisasi mulu, padahal aslina mah biasa wae, malah rada ngeselin saeutik.","Di sosmed, USER Bdg sok diromantisasi teuing, nyatana mah geus loba nu keuheul, teu segituna oge.","Romantisasi USER Bdg di sosmed teh lebay pisan, realitina mah biasa-biasa wae, rada pikasebeleun mun kabanyakan.","Sugan gara-gara sosmed, USER Bdg katingalina romantis teuing, padahal mah faktana biasa wae, kadang rada ngaganggu.","No offense, USER Bdg di sosmed teh asa over-romantisasi, aslina mah santai wae, tong lebay, soalnya bisa nyieun batur kesel.",not hate speech
"Gw beneran nangis njir, soalnya ini sport anime yg gw suka banget dan akhirnya lanjut😭, semoga manganya juga lanjut😔 tapi udha bersyukur animenya kanjut","Gw sampe nangis anjir, soalnya ieu sport anime nu gw suka pisan akhirnya lanjut 😭; moga manganya oge lanjut 😔, ya geus bersyukur animenya mah jalan deui.","Sumpah atuh, gw mewek beneran, sport anime favorit gw teh lanjut deui 😭; mugi mangana oge nyusul lanjut 😔, nu penting mah animenya geus lanjut, alhamdulillah.","Anjir, terharu pisan euy, ieu sport anime nu paling gw demen ge akhirnya lanjut 😭; semoga manganya oge kabawa lanjut 😔, da geus seneng animenya mah balik tayang.","Gw nangis bahagia atuh, sport anime kesukaan gw teh lanjut deui 😭; moga2 manganya oge lanjut we 😔, pokona mah udah bersyukur animenya terus.","Teu kuat anjir, gw sampe mewek, soalnya sport anime nu gw cinta pisan akhirnya lanjut 😭; semoga manganya ge ikut lanjut 😔, ayeuna mah syukur animena teu hiatus deui.",not hate speech
"USER aing mau deh, walaupun gatau ada taeyong apa engga. ah ajg","USER aing gaskeun weh, meski gatau aya Taeyong apa teu. anjir.","USER aing hayu lah, sanajan teu pasti aya Taeyongna atawa henteu. yaudah ajg.","USER aing ikut aja sih, walaupun teu yakin bakal aya Taeyong atau engga. hehe atuh.","USER aing jadi ikut ge, tapi kumaha weh mun Taeyong teu aya mah. santai weh.","USER aing berangkat aja, walau can pasti aya Taeyongna atau engga. duh anjir.",not hate speech
"Semalem nontonin MV paul gaada yg bikin aku ngakak kek mana. Bnran dari awal langsung Kek Woy Aing bangga bgt sm maneh ih"" trus makin di tonton penuh makna bgt. Ga bosen, dan gak akan pernah bosen nontoninnya. https://t.co/cLrZwdPDgn #BernafaslahSejenakNyomanPaul #1stNyomanPaul""","Semalem maraton MV-nya Paul, ti awal ge langsung “woy aing bangga pisan ka maneh, euy!” makin diulang beuki karasa maknana. Teu bosen-bosen nontonna.","Tadi malem nonton MV Paul, dari intro aja udah nyentuh. Aing mah bangga ka maneh atuh, pesenna dalem pisan; diulang terus ge moal bosen. #BernafaslahSejenakNyomanPaul","Kemarén aing nontonin MV Paul, asli ti awal langsung ngefeel—“aing bangga ka maneh.” Ditonton deui maknana katingali jelas, betah pisan nontonna https://t.co/cLrZwdPDgn","Barusan replay MV Paul, weuh mantap. Aing bangga bgt ka maneh, ih. Makin ditonton beuki ngeh, jadi teu rék bosen-bosen.","Semalem aing teu eureun-eureun muter MV Paul; dari awal mah udah kerasa pisan. Bangga ka maneh, sumpah. Ditonton terus ge tetep asik, moal bosen. #1stNyomanPaul",not hate speech
mendengarkan lagu the smiths adalah obat untuk aing saat ini,"Lagi down, ngeplay The Smiths teh bener-bener jadi obat keur aing ayeuna.","Dengerin The Smiths mah nenangin ieu hati, aing jadi leuwih tenang ayeuna.","Sambil kerja, lagu-lagu The Smiths nyageurkeun mood aing, atuh jadi waras deui.","The Smiths on repeat, mangpaat pisan keur aing kiwari, stress jadi teu kabawa.","Kalem wae, dengerin The Smiths teh siga vitamin keur aing ayeuna, bikin sumanget deui.",not hate speech
"USER kata orang sunda mah ini lulun samak"" atau jurig jarian""","USER ceuk urang Sunda mah ieu teh disebut ""lulun samak"" atawa ""jurig jarian"", sekadar istilah weh.","Kata orang Sunda mah, nu model kieu teh ""lulun samak"" alias ""jurig jarian"" haha.","Menurut orang Sunda, ini mah nyebutna ""lulun samak"" / ""jurig jarian"", info budaya aja ya.","Di basa Sunda, ieu sok dibilang ""lulun samak"" atawa ""jurig jarian"", no offense, cuma istilah.","USER katanya di Sunda mah nyebutna ""lulun samak"" atau ""jurig jarian"" keur nu kayak gini, cmiiw.",not hate speech
USER Dasar si borokok goblog sia teh dipodaran ku aing mun panggih di warung,"USER Hei borokok, goblog pisan maneh teh. Awas mun papanggih di warung, ku aing dikeprok palakna!","USER Sia teh beungeut borokok, sok gaya padahal goblog. Ketemu di warung we, ku aing digeplak!","USER Dasar borokok, nyieun kesel wae. Mun patepang di warung, siap-siap ditemplak ku aing, ngarti teu?","USER Eh goblog, teu usah loba bacot. Sia borokok, mun katingali di warung, aing tonjok we.","USER Borokok beungeutna ruksak kitu, ngajorok bae. Mun patepang di warung, aing gebug sia nepi ka eling!",hate speech
pagi begini lewat fyp monyet aing ngakak bgt maaff😭😭😭 https://t.co/Tq3HuqLp4r,"Pagi begini di FYP aing aya video si monyet lucu, sampe ngakak pisan, punten atuh 😭😭 https://t.co/Tq3HuqLp4r","Isuk-isuk kieu FYP nongol monyet gemoy, aing teu nahan ketawa, maapkeun wkwk 😭","Barusan pagi, FYP aing nembongkeun video monyet kocak, jadi seuri teuing, hapunten euy 😅","Sakieu pagi mah, lewat FYP aya si monyet akting lucu, aing ngakak bgt, sori pisan atuh 😭","Pagi-pagi tea, FYP pinuh ku monyet lucu, aing seuri nepi ka nyesek, punten sadayana 😂",not hate speech
"USER Indonesia itu beragam suku dan budaya...lu ini framing kayak org gak sekolah..jangan paksa org papua, dayak,batak,baduy sama kehendak lu...kehed sia.","USER Indonesia mah rupa-rupa suku jeung budaya... elu nih framing norak kayak orang teu sekolah. Ulah maksa urang Papua, Dayak, Batak, Baduy nurut kana ego lu... goblok sia.","USER Heueuh pinter gaya doang ya? Padahal Indonesia téh béda-béda suku/budaya. Tapi lu masih maksa orang Papua, Dayak, Batak, Baduy nurut kemauan lu? Otak di mana? kehed sia.","USER Indonesia itu rupa-rupa pisan, bro. Jangan framing aneh kaya orang teu ngarti. Ulah paksakeun urang Papua, Dayak, Batak, Baduy kana karep lu... kampungan, sia.","USER Dengar ya, Indonesia téh béda-béda suku budaya. Berhenti ngeframing bego. Ulah maksa urang Papua, Dayak, Batak, Baduy kudu nurut lu. Mun teu ngarti, cicing we, sia.","USER Indonesia mah plural, loba suku budaya. Lu tuh framing bego, siga teu pernah sakola. Ulah maksa orang Papua, Dayak, Batak, Baduy nurut napsu lu... monyet ge leuwih paham tibatan lu, sia.",hate speech
