kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Bakalan banyak lagi yg gendeng https://t.co/90NTziAZ4H,Wah bakalan akeh sing stres iki pas ujian semester https://t.co/abc123def,Kayaknya bakal tambah banyak yang gabut di libur panjang ini https://t.co/xyz789ghi,Pasti akeh sing kesel ngantri vaksin iki https://t.co/qwe456rst,Bakal banyak yang ribet nih kalo cuaca terus hujan gini https://t.co/mnb321uvw,Mesti akeh sing bingung pas pertama kali make aplikasi baru iki https://t.co/jkl654xyz,not hate speech
USER ANJIR JANCOK SADAR ITU CUMA KARTUN 😭,Bro anjir jancok itu cuma film doang kok sampai nangis 😭,Woi anjir jancok sadar itu cuma game virtual tok 😭,Mas anjir jancok opo ora ngerti iku cuma sinetron 😭,Kawan anjir jancok ngopo serius banget itu cuma meme 😭,Cuk anjir jancok tenang ae iku cuma drama Korea 😭,not hate speech
Tangannya wangi bgt dah jancok gua gapernah lucky kalo ginian,"Masakan ibuku enak banget cok, aku ora tau bosen mangan kayak gini","Mobilnya keren abis anjir, aku gak pernah beruntung punya yang kayak gitu","Pecel lele ning warung iku mantap tenan cok, aku ora pernah bosen tuku","Sepedanya bagus banget jir, gua gak pernah lucky dapet yang model gini","Es campur e mbak tuti enak poll cok, aku ora tau kapok tuku terus",not hate speech
"Jutaan orang, bukan tetanggaku. Tapi kenal aku, tahu tentang aku. Mereka kok bisa tahu si orang gendeng itu adalah aku. #KONDANGraonotanding Org2 miskin takkan mampu memahami.","Ribuan followers, padahal ora kenal langsung. Tapi pada ngerti aktivitasku, paham tentang hobiiku. Mereka kok iso mudeng sing wong aneh iki ya aku. #GAMERsejati Wong2 sing ora main game takkan bisa ngerti.","Banyak mahasiswa, dudu kancaku kuliah. Nanging pada kenal namaku, ngerti passion-ku. Lha kok bisa ngerti sing bocah kreatif kuwi aku. #SENIMAN Wong2 biasa takkan iso appreciate seni.","Puluhan subscriber, bukan temen deket. Tapi hafal kontenku, paham gaya videoku. Mereka kok mudeng sing content creator unik iku aku ya. #YOUTUBER Orang2 jadul takkan mampu adapt teknologi.","Ratusan netizen, dudu sedulurku. Nanging ngerti postinganku, kenal style writingku. Lha piye carane ngerti sing blogger eccentric kuwi aku. #WRITERLIFE Wong2 sing ora gemar baca takkan ngerti dunia tulis menulis.","Segudang komunitas, ora siji pun sing deket. Tapi pada aware sama projectku, ngerti visi-misiku. Mereka kok iso connect karo wong idealis kaya aku. #AKTIVIS Orang2 pragmatis takkan pernah paham idealisme murni.",not hate speech
"DKFOAKDOAIOASNSJ satu²nya tempat aku harus berada adalah disampingmu""SWEET BGT JANCOK https://t.co/6XLjvhFxKU""","wkwkwk lagune Denny Caknan bikin baper terus, ""loro ati mergo kowe"" MANTUL TENAN COK https://t.co/abc123xyz","HAHAHAHA film Horror Indonesia jaman now makin keren, ""kuntilanak ngomong bahasa Inggris"" GOKIL BANGET SU https://t.co/def456uvw","astaga kuliner Jogja emang juara, ""gudeg bu Tjitro paling enak sedunia"" LEGENDARY POLL JANCUK https://t.co/ghi789rst","anjir game mobile legends update terbaru, ""hero baru overpowered banget nih"" BROKEN TENAN BOS https://t.co/jkl012mno","waduh cuaca Surabaya panas banget hari ini, ""AC kantor rusak semua"" GERAH MAKSIMAL LEK https://t.co/pqr345stu",not hate speech
"USER USER Pas lagi chat pap silit kamu dong"" 😭😭😭""",USER USER Lagi mangan sego gudeg kowe arep ora? 😭😭😭,USER USER Pas lagi ngopi tulung fotoin pemandangan kono dong 😭😭😭,USER USER Lagi nonton drakor sharing link-e dong mas 😭😭😭,USER USER Pas weekend jalan-jalan ke malioboro karo aku yo 😭😭😭,USER USER Lagi masak rendang share resep-e dong mbak 😭😭😭,not hate speech
USER 🤣🤣🤣🤣 Emang IDF agamanya apa??? Dasar uclim pekok.,Wkwkwk 🤣🤣 Emang politikus iki partaine apa??? Dasar kadrun pekok.,Ngakak tenan 😂😂😂 Emang bupati kuwi asale saka ngendi??? Dasar cebong tolol.,Guoblok tenan 🤣🤣 Emang artis iki agamane apa sih??? Dasar buzzer pekok.,Wkwkwk kesel 😂😂 Emang menteri kuwi kuliahe ngendi??? Dasar libtard tolol.,Ngguyu ae 🤣🤣🤣 Emang youtuber iki sukune apa??? Dasar wibu pekok.,hate speech
"paansi, kok ngeras aterancam sama artis nugu? segitu insecurenya? diliat dari ujung monas juga ga ada sama samanya anjrit, picek mata lo? dengki bgt heran. banyak banyak istigfar kata gue teh, nyari musuh mulu. abistu playing victim. emang fandom gila.","anjir, kok ngamuk-ngamuk gara-gara kalah main game mobile? segitu gabisanya lo? dari tadi nge-rage terus kayak bocah, mata picek apa gimana sih? iri banget sama rank orang lain. mending ngaji sono daripada nyari ribut mulu. abis itu nyalahin lag, dasar player gila.","astaga, kok sewot banget sama makanan warteg sebelah? segitu jealousnya sama pedagang lain? rasa masakan lo dari ujung lidah juga ga ada enaknya anjrit, buta rasa apa gimana? dengki banget heran. banyak-banyak tobat kata gue, nyari masalah mulu. abis itu bilang pelanggan ga fair. emang warung stres.","njir, kok triggered gara-gara followers IG dikit? segitu minder sama influencer receh? konten lo dari mana-mana juga ga ada bagusnya anjrit, buta estetika atau gimana? insecure banget astaga. mending dzikir sono daripada bacot mulu. habis itu nyalahin algoritma. emang netizen tolol.","bangsat, kok kepanasan sama kendaraan tetangga baru? segitu ilfeel sama motor orang? dari depan belakang juga ga ada mewahnya anjrit, apa mata lo minus? sirik abis ya. banyakin syukur kata gue teh, nyari gara-gara mulu. terus nyalahin ekonomi susah. dasar warga goblok.","kampret, kok ribut sama nilai ujian temen sekelas? segitu frustrasinya sama yang pinter? jawaban lo dari awal sampe akhir juga salah semua anjrit, otak lo konslet apa? dengki tingkat dewa. mendingan belajar sono daripada nyari kambing hitam mulu. abis itu bilang soalnya susah. emang murid bangsat.",hate speech
USER “10 bulan kayaknya udah cukup buat kita pacaran” HALAH ASU TINGGAL BILANG PUTUS SITU KIRA NGONTRAK HAH untung gw jawab “oh yaudah putus aja” 😎😎😎,"""Gaji segini mah udah cukup buat hidup"" ANJING COK TINGGAL BILANG RESIGN AE SITU KIRA KERJA KONTRAK HAH untung gw jawab ""ya wes mundur wae"" 😎😎😎","""5 tahun kuliah kayaknya udah cukup"" BANGSAT SU TINGGAL BILANG DROP OUT KOWE KIRA KULIAH NGONTRAK HAH untung gw jawab ""oke lah DO aja"" 😎😎😎","""3 bulan les kayaknya udah cukup"" KAMPRET ASU TINGGAL BILANG BERHENTI SITU KIRA BAYAR BULANAN HAH untung gw jawab ""ya udah stop aja"" 😎😎😎","""Seminggu kerja part time kayaknya udah cukup"" MEMEK COK TINGGAL BILANG QUIT KOWE KIRA SHIFT MINGGUAN HAH untung gw jawab ""iya wes resign wae"" 😎😎😎","""2 semester ikut UKM kayaknya udah cukup"" BABI SU TINGGAL BILANG KELUAR SITU KIRA ORGANISASI SEMESTERAN HAH untung gw jawab ""ok lah out aja"" 😎😎😎",hate speech
USER Dasar boteee pekok lo USER  memang wanita itu lebih mengedepankan perasaan ketimbang logika kocak  Udah bener lo gausah lompat pagar dah 😂,"Dasar cowo pekok banget sih, memang cowok itu cuma mikir nafsu doang ora iso mikir panjang, mending rodo tenang ae lah 😂","Asli bocah iki pekok tenan, memang anak jaman saiki tuh males belajar maunya main hp terus, gausah ngeyel wae dah 😂","Lah kok pekok banget to, memang orang tua zaman old itu keras kepala banget ora gelem nrimo perubahan, ya wis diem ae 😂","Dasar bapak-bapak pekok, memang driver ojol itu nyetirnya sembrono banget gak mikir keselamatan penumpang, udah bener gausah ngomong macem-macem 😂","Wah pekok tenan iki bocah, memang mahasiswa sekarang tuh manja banget gampang nyerah kalo ketemu masalah dikit, mending sabar ae lah 😂",hate speech
USER mama emang bosok nder cameraworknya 😓,Bapakmu emang sampah tenan mas editingnya 😤,Dosennya memang goblok cuk cara ngajarnya 😠,Supirnya bener-bener tolol rek nyetirnya 😡,Chef-nya emang bangsat pol masakannya 😒,Wartawannya memang sinting tenan beritanya 😤,hate speech
"USER pas kelas 12 harusnya sore balik ke sekolah lgi buat kelas toefl, tpi emg sekelas gendeng kabeh pernah tanpa janjian pada bolos semua. besoknya didatengin wakasek njir dimarahin, kesian wali kelas juga kena semprot😭","Pas kuliah semester akhir kudu ikut seminar proposal, tapi sekelas edan kabeh pada males dateng. Dosen pembimbing sampai nelpon satu-satu njir, kasihan koordinator juga kena omel😭","Waktu kerja praktek harusnya siang masuk briefing sama supervisor, tapi rekan-rekan gila kabeh pada alasan sakit semua. Besoknya HRD langsung panggil njir dikasih warning, kasihan mentor juga ikut kena tegur😭","Pas acara keluarga besar minggu kemarin kudu kumpul bareng di rumah mbah, tapi sepupu-sepupu edan kabeh pada ghosting tanpa kabar. Pakdhe sampai marah-marah njir, kasihan budhe juga jadi malu😭","Waktu latihan band buat tampil di cafe harusnya malem latihan bareng, tapi anggota-anggota gendeng kabeh pada ngilang semua. Manajer venue sampai komplain njir, kasihan sound engineer juga jadi bingung😭","Pas meeting organisasi kemahasiswaan sore harus hadir bahas acara besar, tapi pengurus-pengurus edan kabeh pada cabut tanpa permisi. Ketua umum langsung broadcast WA njir ngamuk, kasihan sekretaris juga kena damprat😭",not hate speech
USER Goblok kok ngajak2 ya gamau lah ya.. lu kira manusia di dunia ini semua matanya picek kek lu?!,Bego banget kok ngeyel terus ya gak mau nurut lah ya.. kowe pikir wong ing donya iki kabeh kupinge budek koyok kowe?!,Tolol kok maksa-maksa ya ora gelem lah ya.. lu kira orang di dunia ini semua otaknya kosong kek lu?!,Goblok kok ngotot terus ya gak setuju lah ya.. kowe kira manungsa ing jagad iki kabeh atinya watu koyok kowe?!,Bodoh banget kok ndesak-ndesak ya ora pengen lah ya.. lu pikir netizen di medsos ini semua jempolnya buntu kek lu?!,Edan kok ngajak ribut ya gak sudi lah ya.. kowe kira wong ing timeline iki kabeh sikile pincang koyok kowe?!,hate speech
"Ini tuh kayak tau gak sih pasangan yg ngomongnya elu-gue, suka bercanda jelek lu"" ""elu lebih jelek"", tapi saling sayang. Jadi pas cewe lain muji cowonya ganteng, si cowo pamer ke cewenya ""TUH DIBILANG GUE GANTENG!!!! ELU AJA YANG PICEK MATANYA, AWAS AJA LU GUE DIAMBIL ORANG""""","Iki koyok kenal ora sih tim gaming sing ngomongnya ""eh noob lu"", ""lu sing feeding mulu"", tapi tetep solid bareng. Dadi pas ada yang bilang strategi mereka bagus, si leader bangga ke timnya ""TUH KATA MEREKA KITA PRO!!!! KALIAN AJA YANG BELUM NGERTI, AWAS YA KALO GUE PINDAH GUILD""","Ini kayak tau gak keluarga yang sering bilang ""dasar bocil nakal"", ""emak cerewet banget"", tapi sayang banget. Jadi pas tetangga puji anaknya pinter, si bapak pamer ke istri ""LIHAT TUH DIBILANG ANAK KITA JENIUS!!!! KAMU AJA YANG SUKA MARAH-MARAH, HATI-HATI YA DIREBUT ORANG TUANYA""","Iku koyok ngerti ora tim futsal sing biasane ""woy lemot lu"", ""tendangan sampah"", nanging kompak tenan. Dadi nalika pelatih lain bilang koordinasi apik, si kapten megawe karo kancane ""TUH DIBILANG KITA SOLID!!!! KALIAN DOANG YANG SUKA NYALAHIN, AWAS LHOO GUE DIPINANG TIM LAIN""","Ini tuh mirip kenal gak grup band yang ngomongnya ""suara lu fals"", ""bassnya berisik"", tapi tetep setia nge-band bareng. Terus pas fans bilang lagu mereka keren, si vokalis bangga sama personil ""DENGERIN TUH KATA FAN KITA BAGUS!!!! KALIAN AJA YANG SUKA KRITIK MELULU, JANGAN SAMPAI GUE DIPOACHING LABEL LAIN""","Iki koyok kenal ora konco kuliah sing tukaran ""eh males lu"", ""tugas mu ancur"", nanging tetep bareng terus. Dadi pas dosen puji presentasi kelompok, si ketua seneng karo anggotane ""TUH KATA PAK DOSEN BAGUS!!!! KALIAN TOK SING SUKA NGELUH, AWAS YA KALO GUE DIAJAK KELOMPOK LAIN""",not hate speech
"USER USER nenek moyang ngga jelas , mw gaya2an ini org waktu kerusuhab 1998 pagar nya di pylox ""pribumi"" biar aman   dasar bunglon pekok","Eh si bapak tukang bakso iki ngomongnya keras banget, tapi pas corona kemarin malah sembunyi ning rumah tok - dasar pengecut songong","Lah iki wong sugih anyar kok sombong banget ya, padahal pas jaman susah biyen minta-minta ning tetangga - dasar lonte materialistis","Si mbak sales iki gaya banget pake branded mahal-mahal, tapi gajine cuma UMR doang - dasar perek ambisius",Pak RT sing sok alim iki ternyata pas malam minggu main judi terus - dasar munafik bajingan,"Cewek jilbab-jilbaban tapi kelakuannya kayak lonte jalanan, posting foto seksi melulu - dasar hipokrit mesum",hate speech
"jimmy itu J nya Jancok nyiuman"" 😭""",Sarah itu S nya Sumpah lucunya keterlaluan banget 😂,"Budi kui B-ne Bejo tenan, selalu beruntung wae 😅","Maya itu M nya Mumet, bikin pusing kepala dewe 😵","Andi kui A-ne Alus banget orangnya, sopan pisan 😊","Dika itu D nya Dudul, polos banget anaknya 🤭",not hate speech
soalnya awal awal w dipanggil 'ka selir' 'ka selir md' aneh bgt asu awokawok lbih lucu dipanggil 'kiddi' awokawok,dulu pas pertama main game online dipanggil 'noob kentang' 'player receh' aneh banget cuk awokawok luwih apik dipanggil 'pro gamer' awokawok,waktu awal kerja w dipanggil 'mas baru' 'karyawan magang' lucu tenan asu awokawok mendingan dipanggil 'senior developer' awokawok,pas SD dulu w dipanggil 'bocah cilik' 'adek kelas' aneh pol cuk awokawok luwih keren dipanggil 'ketua kelas' awokawok,awal streaming dipanggil 'streamer kecil' 'content creator pemula' geli tenan asu awokawok enakan dipanggil 'YouTuber terkenal' awokawok,waktu baru gabung komunitas motor dipanggil 'rider newbie' 'bikers junior' lucu banget cuk awokawok luwih mantep dipanggil 'road captain' awokawok,not hate speech
"USER Tukang surveynya ini benar2 merendahkan 2 ormas terbesar di Indonesia, memangnya orang2 NU dan MD itu bodoh2 apa, sampai tidak tahu kwalitas ke 3 paslon, masak capresnya gemblung dan cawapresnya cuma punya pengalaman 2 thn sebagai walkot yg cuma mimpin 5 kecamatan bisa no 1","Wartawan ini beneran ngremehke dua partai gedhe nang Jatim, opo wong-wong PKB lan PDIP kui bodoh kabeh, sampek ora ngerti kualitas ketiga caleg, mosok calonе goblok lan wakile mung duwe pengalaman setaun dadi ketua RT bisa menang","Analisis polling iki pancen merendahkan komunitas dua fakultas terbesar nang kampus, apa mahasiswa teknik lan kedokteran kui kurang pinter, sampai ora mudeng kualitas kandidat ketum, lha dalah calonnya ecek-ecek lan partnernya mung pernah dadi sekretaris organisasi sebulan","Tim risetnya bener-bener nyepelekke dua serikat buruh gede nang pabrik iki, memangnya anggota SPSI lan KSPI kui podo dungu, kok ora ngerti bobot ketiga nominasi, mosok ketuanya memble lan wakilnya cuma modal pengalaman seminggu jadi koordinator regu","Peneliti survei iki pancen ngremehno dua kelompok tani besar nang desa kene, apa petani Gapoktan lan KWT kui kabeh picik, sampek ora paham kualitas calon kepala desa, lha piye calonnya lemot tenan lan timnya mung duwe track record setengah taun ngurusi koperasi","Lembaga jajak pendapat iki bener-bener merendahkan dua komunitas gamers terbesar, apa member guild Mobile Legends lan PUBG kui podo goblok, kok ora ngerti skill ketiga kandidat leader, mosok captennya noob lan co-leadernya mung pengalaman sebulan main ranked",not hate speech
USER Lagian bukan kalender fifa kontol dasar babi pssi jancok semoga kalah mulu u23,Lagian bukan jadwal resmi kontol dasar babi federasi jancok semoga kalah terus timnya,Emang bukan aturan FIFA bangsat dasar anjing PSSI keparat semoga gagal mulu programnya,Ya iyalah bukan ketentuan internasional kontol dasar celeng pengurus jancok semoga zonk terus hasilnya,Lagian bukan standar dunia bangsat dasar babi organisasi keparat semoga jeblok mulu kinerjanya,Memang bukan regulasi resmi kontol dasar anjing federasi jancok semoga ambyar terus timnas u23,hate speech
ah kontol helix gue masi sakit aja,"aduh silit, motor gue masi mogok terus","wah jancuk, hp ku masi lemot banget nih","ah bangsat, perut gue masi mules aja","duh kontol, wifi rumah masi lambat terus","ih silit, laptop gue masi ngelag mulu",not hate speech
Pengen ke mekar jaya tapi antrinya gendeng pol,"Mau nonton bioskop tapi tiketnya sold out terus, sialan banget","Pengen mangan gudeg Yu Djum tapi antriane nganti dalan, pusing pol","Kepengen beli bakso malioboro tapi rame banget, stress aku","Mau ke Prambanan weekend tapi macetnya ampun-ampunan, cape deh","Pengen nyoba es dawet ayu tapi ngantrinya dari jam 8, gila tenan",not hate speech
Wong gendeng. Bayi baru lahir juga kamu bilang terorisss??? Aih gilak emang ni orang,Sinting tenan wong iki. Bocah SMA aja kamu bilang preman??? Astaga gila banget dah orangnya,Edan tenan cok. Nenek-nenek juga lu sebut penjahat??? Anjrit memang goblok ni manusia,Gila asu wong iki. Guru TK aja kamu cap koruptor??? Bener-bener sarap dah otaknya,Ngawur banget sih. Penjual bakso juga lu tuduh bandar narkoba??? Tolol abis emang kelakuannya,Keblinger tenan rek. Mahasiswa baru aja kamu sebut debt collector??? Udah rusak banget memang kepalanya,hate speech
"USER RASAH EUROPA RO KNOCK OUT SISAN, EMYU MAIN E SEH GATEL ASU, ISIN AKU COK COK NGE FANS EMYU","Timnas Indonesia kok gini terus performane, males banget ndelok e, isin aku dadi suporter asu","Persib kalah terus nang liga, emoh aku nonton maneh, gatel rasane jadi bobotoh bangsat","Driver ojol iki lambat banget cok, kesel aku nunggu, males tenan jadi customer e asu","Artis Indonesia kok acting e kayak gini, cringe banget ndelok e, isin jadi fans e anjing","Warung makan iki pelayanan e jelek banget, dongkol aku mangan nang kene, kapok tenan cok",hate speech
"sumpah beberapa hari belakangan inii bner bad day tok isie, lk gaada bokem ws gendeng kek e""","waduh minggu iki pancen stress poll rasane, kerjo ae mesti ada masalah wae terus","yaampun sebulan terakhir iki rejekiku kok susah poll ya, lagi butuh duit malah sepi terus","duh semester iki bener-bener chaos banget deh, tugas numpuk assignment susah kabeh","astaga bulan puasa iki kok malah banyak cobaan terus ya, sabar ae lah pokokmen","aduh tahun iki emang lagi apes poll kayaknya, planning apapun kok selalu meleset wae",not hate speech
USER motor gua abis crash kontol masih di bengkel,Handphone aku rusak anjing lagi di service center,Laptop gue error kontol masih di toko komputer,Sepeda onthel ku rusak bangsat lagi diperbaiki tukang,Kulkas rumah rusak anjir masih nunggu teknisi,AC kamar mati sial lagi ditunggu montir,not hate speech
"USER Ko bahlul juga pengurus pesantren ,sudah bagus pesantren nanti di beri bantuan untuk siswa yg berprestasi berupa bea siswa dan konsumsi untuk perbaikan gizi. Yg pekal (pendek akal) siapa ya ? gemblung dipelihara !!","Eh goblok, kowe kui dadi ketua RT malah nyolong dana bantuan warga. Sing bodho sopo coba? Bangsat kudu diusir seko kampung!","Dasar picek, jadi pengurus masjid kok malah ngemplang duit shodaqoh. Wong edan sing koyok ngene iki kudu disingkirno!","Woy tolol, dadi direktur perusahaan malah korupsi gaji karyawan. Sing pinter nopo sing bodho iki ya? Bajingan kudu ditendang!","Lah asu tenan, kowe dadi kepala sekolah kok malah jual ijazah palsu. Sing waras siapa sing ora waras iki? Gembel ora guna!","Cuk idiot, dadi dokter malah nipu pasien karo obat palsu. Wong elek sing koyok ngene kudu diciduk polisi!",hate speech
"aku lagi baca cerita di karyakarsa, ternyata berbayar aku liat perpagenya bayar 50 koin = 7500. aku top uplah 100 koin biar bisa baca 2 page. TERNYATA 50 KOIN SISANYA ITU MASUK KE UANG TIP ANJJJJJ, JDNYA AKU HARUS TOP UP 50 KOIN LG BIAR BISA BACA PAGE SELANJUTNYA. ASU ASUUU","aku lagi download game baru di playstore, ternyata in-app purchase aku liat harganya 25 gems = 5000. aku beli dong 50 gems biar bisa upgrade senjata. TERNYATA 25 GEMS SISANYA ITU MASUK KE BONUS DEVELOPER ANJJJJJ, JDNYA AKU HARUS BELI 25 GEMS LG BIAR BISA UPGRADE ARMOR. KAMPRET KAMPRETTTT","aku lagi order makanan di aplikasi, ternyata ada minimum order aku liat totalnya 30rb tapi kurang 5rb. aku tambahin dong snack 10rb biar bisa checkout. TERNYATA 5RB SISANYA ITU MASUK KE BIAYA LAYANAN ANJJJJJ, JDNYA AKU HARUS BAYAR EXTRA 3RB LG BUAT ONGKIR. SIAL SIALLLL","aku lagi streaming film premium, ternyata berbayar aku liat paketnya 1 bulan = 45rb. aku langganan deh biar bisa nonton sepuasnya. TERNYATA IKLANNYA MASIH MUNCUL TERUS ANJJJJJ, JDNYA AKU HARUS UPGRADE PAKET VIP LG BIAR AD-FREE. GOBLOK GOBLOKKKK","aku lagi parkir di mall, ternyata progressive tarif aku liat jam pertama 3rb terus naik. aku pikir cuma bentar doang parkir 2 jam. TERNYATA OVERTIME 15 MENIT ITU DIHITUNG FULL JAM ANJJJJJ, JDNYA AKU BAYAR 9RB PADAHAL CUMA LEBIH DIKIT. KESEL KESELLLL","aku lagi beli token listrik online, ternyata ada admin fee aku liat nominalnya 50rb + 2500 admin. aku transfer dong sesuai total yang diminta. TERNYATA TOKEN YANG MASUK CUMA 47500 ANJJJJJ, JDNYA LISTRIKKU KURANG DARI YANG HARUSNYA DAPET. BANGSAT BANGSATTTT",not hate speech
"Mata picek S2E11… 👨🏻‍⚕️ : Mas pasti mengerti kalau mata adalah panca indera yang amat berharga. Dijaga yah mas lain kali lebih hati-hati… 👨🏾: Ya gimana yah dok, bukan maunya saya dok… https://t.co/t8K4Y8vd2A","Kuping budeg S3E5... 👨🏻‍⚕️ : Mbak kudu ngerti yen kuping iku penting banget. Dijaga ya mbak, mengko ati-ati karo suara keras... 👩🏾: Lah piye dok, kan ora sengaja aku dok...","Weteng lara S1E8... 👨🏻‍⚕️ : Mas harus tau kalau lambung itu organ vital. Jaga pola makan ya mas, kurangi pedas-pedas... 👨🏾: Ya gimana dong dok, kerja sampai malem terus dok...","Gigi ompong S2E3... 👨🏻‍⚕️ : Dik pasti paham yen untu iku kudu dirawat apik. Sikat gigi teratur ya dik, jangan makan es terus... 👧🏾: Iya dok, tapi kan enak banget dok es krimnya...","Tangan patah S4E1... 👨🏻‍⚕️ : Mas tau kan tangan itu alat gerak utama kita. Istirahat total dulu ya mas, jangan dipake dulu... 👨🏾: Susah dok, mau kerja gimana dong dok...","Kaki keseleo S2E12... 👨🏻‍⚕️ : Mbak ngerti kan kaki iku penopang awak. Kompres es dulu ya mbak, terus istirahat... 👩🏾: Aduh dok, padahal besok ada acara penting dok...",not hate speech
USER Kontol lu emang segede apasi?,"Mobilmu wis tua tenan ya, mesinne koyok opo ae bunyi'e?",Gajimu piro sih kok iso tuku HP anyar terus?,"Muka'e awakmu kok aneh banget ya, perawatan opo sing dipake?","Rumahmu gedhe banget cuk, kerjone opo sampe sugih ngono?","Badan'e kowe kok kurus banget to, mangan opo wae saben dino?",not hate speech
Itu orang gemblung sebelah ngga dikeluarin tu? Ini ngga kriminal dikeluarin,Itu bocah pekok ngarep kok ora ditegur karo gurune? Iki ora salah malah dimarahi,Wong edan kae kok ra dipindah saka kerjoane? Iki sing bener malah dipecat,Itu cewek bego sebelah masa ga ditanya sama dosennya? Ini yang rajin malah ga lulus,Wong gila kuwi kok ra diomongke karo bos e? Iki sing kerja keras malah ra dipromosiin,Itu cowok tolol depan kok ngga dikasih tau sama temannya? Ini yang nurut malah kena marah,not hate speech
USER Iya. Padahal hilirisasi ini yach visi Bung Karno. Gemblung,Iya kok. Padahal program literasi iki kan mimpine Pak Jokowi. Bodoh tenan,Bener sih. Padahal infrastruktur kuwi vision-e Pak Harto jaman biyen. Goblok,Iya lah. Padahal revolusi mental iki kan cita-cita Bu Mega. Dungu banget,Kok gitu ya. Padahal diversifikasi pangan kuwi kan program-e SBY dulu. Tolol,Emang bener. Padahal kedaulatan pangan iki visi-ne founding fathers. Ngawur,hate speech
"Lahaulaaaa jarak finis ke-2 mepet banget lho sama nomer 1. Kalau jarak sampai ke-3 apalagi ke-4 segini jauh weyy malah yg nomer 2 nggak juara. matane picek kabeh po piye?? *ditunggu klarisikasi dari Panitia renang Porkab sleman, penasaran mau pake alasan macam apa. https://t.co/4GdYJV0Jw4","Astaga jarak skor pemain ke-2 tipis banget karo sing nomer 1. Kok malah sing ketiga lan keempat adoh tenan, tapi sing kedua ora menang. kupinge budeg kabeh apa piye?? *nunggu penjelasan saka juri lomba nyanyi tingkat kabupaten, pengen ngerti bakal ngomong apa.","Ya ampun selisih nilai siswa ranking 2 mepet tenan sama sing pertama. Lah kok sing ranking 3-4 beda jauh gitu, tapi sing kedua malah kalah. otake kosong kabeh po piye?? *ditunggu klarifikasi dari tim penilai olimpiade matematika, kepo mau bilang alesan apa.","Waduh gap harga barang kedua sama sing termurah tipis banget lho. Masa yang ketiga karo keempat beda harga jauh gini, eh malah sing kedua ga laku. matane buta kabeh apa piye?? *nunggu penjelasan dari panitia tender proyek desa, penasaran bakalan pake dalih macam apa.","Lah kok hasil tes calon karyawan kedua deketan tenan karo sing juara satu. Tapi sing ketiga lan keempat skor e adoh banget, malah sing kedua ora lolos. pikirane eror kabeh po piye?? *ditunggu statement saka HRD perusahaan iki, pengin weruh bakal ngeles piye.","Astagfirullah polling kandidat kedua tipis banget bedane sama nomor wahid. Eh sing ketiga karo keempat malah jauh tenan, lah kok sing kedua ora menang. awake wagu kabeh apa piye?? *nunggu klarifikasi KPU daerah, kepo pengen tau bakal ngomong apa.",hate speech
USER Gendeng km iku. Aku sudah baca semua bukan kah kejadian ini sudah ada dalam rencana tuhan. Dunia ini panggung sandiwara #semuthitammajujalan,Edan tenan kowe ki. Aku wis nonton semua film nya ternyata ending e memang sudah ditentukan sama sutradara. Hidup ini kayak sinetron #dramakorea,Gila banget sih lu. Aku sudah dengerin semua lagu di album ini rupanya cerita cinta mereka emang udah ada di lirik dari dulu. Musik itu bahasa universal #playlistmalam,Kesurupan apa kamu tuh. Aku udah baca novel sampai tamat ternyata plot twist nya memang sudah dikasih clue dari chapter pertama. Buku ini dunia imajinasi #bukubesteller,Stress banget deh kamu itu. Aku sudah ikutin match dari awal sampai akhir rupanya strategi pelatih memang sudah direncanakan matang-matang. Sepakbola itu olahraga seni #timnasindonesia,Kurang waras koe iku. Aku wis ngikutin kuliah semester ini ternyata materi ujian sudah ada di silabus dari hari pertama. Kampus ini tempat belajar kehidupan #mahasiswaabadi,not hate speech
MNET jancok selalu ajee begini mau nya apa sih haha treasure gak datang ke mnet baru tau rasa sih kata gue mah kesel bgt anjg mana bisa ke gtu hilihhh kalo gtu bikin aja acara sendirian gak usah datengin siape²,"Shopee anjing selalu gini doang promonya omong kosong tok, seller favoritku gak mau jualan disitu baru ngerasain sih menurutku kesel banget cok mana iso koyok ngono tenan, yowes bikin aplikasi dhewe wae ora usah ngundang toko-toko sing apik","Netflix bangsat kok gini terus filmnya sampah kabeh, artis Hollywood gak mau kerjasama karo platform iki baru ngerti rasane sih kata aku dongkol poll jancuk mana bisa koyok ngunu, mendingan gawe platform dhewe ora usah ngajak aktor sing kondang-kondang","Telkomsel jancok kok sinyal terus begini mau untung doang, YouTuber terkenal gak mau endorse provider sampah iki baru tau gimana rasanya sih menurutku gemes banget anjir mana iso koyok ngono, yowes bikin jaringan dhewe wae gak usah sponsor konten kreator sing apik","Grab bangsat layanannya jelek melulu drivernya males semua, penumpang VIP gak mau pake aplikasi tai iki baru ngerasain karma sih kata gue sebel banget cuk mana bisa koyok ngitu tenan, mendingan bikin transportasi online dhewe ora perlu ngajak customer kelas atas","Indihome anjing internetnya lemot terus gangguan mulu, gamer pro gak mau langganan ISP sampah iki baru ngerti nasibnya sih menurutku dongkol poll jancok mana iso koyok ngono, yowes gawe provider dhewe wae gak usah nyariin pelanggan sing pinter-pinter",hate speech
