kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
USER Kegiatan juga bebas2 aja... Tp congor lu diam aja https://t.co/lFkNvdHO0v,"USER Kegiatan lu bebas2 aja, tapi congor lu tutup aja https://t.co/lFkNvdHO0v","USER Bebas lah mau kegiatan apa, tp lu cangkemu meneng wae https://t.co/lFkNvdHO0v","USER Urusan kegiatan mah suka2, tp congor lu diam wae ya https://t.co/lFkNvdHO0v","USER Silakan ngapa2in bebas, tapi cangkemu ojo ngoceh, meneng! https://t.co/lFkNvdHO0v","USER Kegiatan terserah, bebas2 kok... tp congor lu tutup wae https://t.co/lFkNvdHO0v",hate speech
hufftttttt 300rb COK JANGKRIK APA GA DIGEBUK AKU 😭,"Hufttt 300 ribu cok, jangkrik, apa aku ra digebuk iki 😭","Hadeh 300rb COK JANGKRIK, aku iki ora digebuki apa piye 😭","Hufff 300k cok jangkrik, apa aku bakal digebuk iki 😭","Duh 300rb, cok jangkrik, opo ora digebuk aku bar iki 😭","Capek ah, 300 ribu COK JANGKRIK, opo aku ra digebuk to 😭",not hate speech
Lanjutttt dunia Mieke donggg Soeta. Nanti gw jajanin kopi janjiw or kopken bwt temen bikin AU lo. — boong diseruduk wedus https://t.co/vp2cIiJvBl,"Lanjutno dunia Mieke dong, Soeta. Ntar gue jajanin kopi Janjiw atau Kopken buat temen bikin AU lo — boong diseruduk wedus","Gas terus dunia Mieke, Soeta. Besok gw traktir kopi Janjiw/Kopken bwt temen yg garap AU lo — ngapusi tak disruduk wedus","Ayo lanjut dunia Mieke dong, Soeta. Gw nanti beliin kopi Janjiw or Kopken buat temen yg ngerjain AU lo — bohong tak sruduk wedhus","Lanjut wae dunia Mieke yo, Soeta. Abis ini gue jajanin Janjiw ato Kopken buat kanca sing mbantu AU-mu — nek ngapusi tak tabrak wedus","Terusin dunia Mieke plis, Soeta. Nanti gw traktirin kopi Janjiw atau Kopken buat temen yg bantuin AU lo — ojo ngapusi, disruduk wedus",not hate speech
"USER USER USER USER Duluan mati kok diazab, tahu darimana dialam kubur diazab dasar pekok, tunggulah gak lama lagi kena batunya si mukidi...gw bisa bernafas lega aaa","USER USER USER USER Mati duluan kok malah dibilang diazab, kowe ngerti saka ngendi ana azab neng alam kubur, dasar pekok. Tunggu wae, ra suwe si Mukidi bakal kena batune... gw bisa napas lega.","USER USER USER USER Sok tahu bilang diazab, soko endi kowe ngerti urusan di alam kubur, ndasmu, pekok! Tunggulah, gak lama lagi si mukidi kena batunya... gue jadi lega.","USER USER USER USER Baru mati terus dibilang diazab, bukti saka ngendi nek neng kuburan ana azab, dasar wong pekok. Wis, tunggu sebentar maneh, si Mukidi bakal ketiban batune... gw bisa bernapas lega.","USER USER USER USER Dibilang diazab padahal kowe ora ngerti blas soal alam kubur, pekok tenan. Sabar wae, ora suwi maneh si mukidi pasti kena batunya... gue bisa napas lega.","USER USER USER USER Kok ngomong diazab wae, kowe ngerti darimana di alam kubur ana azab, dasar pekok. Tunggu aja, bentar maneh si Mukidi bakal kena batune... gw bisa lega aaa.",hate speech
"USER Cangkemu kaya silit armando, lo bilang tunjukkan prestasi capresmu ga perlu baperan capres lain. Yang gini aja li nyinyirin, apa karena capresmu prestasinya cuma nyulik sama jogetan. Ga heran lo ditelanjangin massa, lha bacot doang gede, titit eh... Nyali seitil aja.","USER Cangkemu koyok silit-e armando. Katamu suruh tunjukin prestasi capresmu, ora usah baper karo capres liyo, tapi sing beginian wae kok isih nyinyir. Opo merga capresmu prestasine mung nyulik karo jogetan? Pantes wae kowe ditelanjangin massa, omonganmu tok sing gede, titit... nyali seupil wae.","USER Mulutmu kaya silit armando, cuy. Katamu sih tunjukin prestasi capresmu, kok malah baperan pas disinggung capres lain. Sing model ngene wae koen nyinyirin, merga capresmu prestasine cuma nyulik karo joget-joget ta? Ora kaget koe nganti ditelanjangin massa, bacot thok gedhe, titit... nyali sithik tok.","USER Cangkemu persis silit-e armando. Bilangnya suruh fokus prestasi capresmu, ora perlu baper karo capres liyane, eh kok isih wae nyinyir. Mbok yo jujur, capresmu prestasine mung nyulik lan jogetan. Makane ra aneh kowe tau ditelanjangin massa; bacotmu sing gedhe tok, titit... nyalimu seiprit.","USER Rai-mu kuwi meh kaya silit armando. Ngomong tunjukin prestasi capresmu, tapi karo capres liyan kok baperan lan nyinyir terus. Opo jare prestasi capresmu mung nyulik lan joget? Pantesan koe ditelanjangin wong akeh, bacot gedhe tok, titit... nyali cethek pisan.","USER Cangkemu koyo silit armando, asu. Sok-sokan nyuruh orang nunjukin prestasi capresmu, katanya ora perlu baper karo capres lain, ning sing kaya ngene wae isih kowe nyinyirin. Mbok merga prestasi capresmu ya cuma nyulik karo jogetan. Ora heran koen nganti ditelanjangin massa, bacot doang gede, titit... nyali sak-upil.",hate speech
USER USER Dasar bahlul pekok nggak punya adab ssn etika,"USER USER Dasar bahlul pekok, ora nduwe adab, ssn, lan etika","USER USER Bahlul tenan, pekok, adab ssn etika-mu ora ana","USER USER Koen bahlul pekok, nggak punya adab, ssn, etika sama sekali","USER USER Wong bahlul pekok, ora nduwe tatakrama, ssn, karo etika","USER USER Dasar bahlul, pekok, adab lan ssn etika-mu nol besar",hate speech
"Kkb sebenarnya bisa ditumpas (walau ndak semudah itu), tapi pro kontra atas dasar HAM yang mana mereka memanfaatkannya untuk propaganda karena Ostrali dan Mamarika jadi backingan. Jancok kan?","KKB itu sebenernya bisa kok dibabat habis (meski ra gampang), tapi pro-kontra atas nama HAM sing terus mereka tunggangi buat propaganda, soale Ostrali karo Mamarika dadi backingan. Jancuk, yo?","Sakjane KKB bisa disikat tuntas (walau ora semudah kuwi), nanging alasan HAM terus digawe tameng kanggo propaganda, merga Ostrali lan Mamarika dadi backing. Jancok tenan.","KKB mestine bisa dibasmi (meskipun ra sepele), nanging pro-kontra HAM terus dimanfaatke kanggo propaganda, soale ana bekingan saka Ostrali lan Mamarika. Jancuk, ra?","Sebetulnya KKB bisa ditumpas kok (cuma ora sak gampang kuwi), nanging gegeran HAM sing terus dimainke kanggo propaganda, mergo Ostrali-Mamarika ngebackingi. Jancok, ta!","KKB itu seharusnya bisa dihabisi (walau ora gampang blas), tapi isu HAM terus dipake dadi propaganda mergo ana backingan saka Ostrali lan Mamarika. Asu, jancuk!",hate speech
USER Waduh itu kirik aja neng,"USER Astaga, kuwi mung kirik kok, neng.","USER Wah, itu cuma kirik doang, neng.","USER Lho, sing kae kirik ae, neng.","USER Duh, iku namung kirik tok, neng.","USER Eh, kae kirik thok wae, neng.",not hate speech
USER berarti satu2nya cara becky harus punya pacar dan gopub biar yg gendeng jadi sadar☺,"USER maksude mung ana siji, becky kudu nduwe pacar lan go public ben sing gendheng pada eling ☺","Intine, USER: cara siji wae, becky mending punya pacar terus go pub supaya sing gendeng sadar ☺","Menurut USER, solusi satu2nya yo becky duwe pacar trus go public, ben wong sing gendheng pada ngeh ☺","Versi USER, cuma ada satu jalan: becky wajib punya gandengan lan umumke hubungane, ben sing gendeng eling ☺","USER ngomong, opsi tunggal iku becky kudu pacaran lan go pub, supaya sing gendheng pada sadar ☺",not hate speech
"USER Dih lihat aja akun lo. Kalo multi mah seimbang ini gua lihat-lihat kaga ada perdulinya untuk hype exo, ngeRT tentang EXO aja kaga mau. Sama aja kaya temen kuliah gua lu jancok di RL ngomongnya erizen pas tahu twitternya 99.9% NCT doang.","USER Coba liat akun lo. Katanya multi tapi ra seimbang, gua liat gak ada pedulinya buat hype EXO, nge-RT EXO aja lo ogah; sama kayak temen kuliah gua, lu jancok, di RL ngomongnya erizen tapi twitternya 99.9% NCT doang.","USER Liatin dulu akun lo, kalo multi mestine imbang, iki gua cek ora ono usaha ngehype EXO, RT tentang EXO aja kagak; persis koyo temen kampus gua, lu jancok, di RL ngaku erizen padahal twitter-e 99.9% NCT tok.","USER Gue tengok akun lo, multi kok ora balance, EXO aja gak lo peduliin, ngeRT EXO wae aja males. Podo karo kancaku kuliah, lu jancok, di RL ngomonge erizen, ning timeline 99.9% isine NCT tok.","USER Cek profil lo dulu deh, kalo beneran multi ya kudu seimbang, tapi gua liat ra ana kontribusi buat hype EXO, RT EXO aja lo enggak; sama persis temen kuliah gua, lu jancok, di RL bilangnya erizen, tapi twitternya 99.9% NCT thok.","USER Dari akun lo keliatan, katanya multi tapi ora adil, EXO gak keurus, RT soal EXO aja lo gak mau; mirip temen kuliah gua, lu jancok, di RL ngomong erizen, ternyata 99.9% isi twit-nya NCT doang.",not hate speech
USER Dasar kamu persita tangerang jancok. Kelahi dipapua kah kalau mau.,"USER Dasar anak Persita Tangerang, jancok. Kalo berani, ayo gelut neng Papua.","USER Kamu fans Persita Tangerang jancok, wani ora? Ketemu wae gelut nang Papua.","USER Dasar bocah Persita Tangerang, jancok! Mau gelut? Ketemu nang Papua.","USER Hei pendukung Persita Tangerang, jancok. Kalo mau tarung yo neng Papua.","USER Woi Persita Tangerang jancok, ayo kelahi ning Papua nek pengin.",hate speech
"MANA SI TOLOL NANYAIN AYAMNYA MASIH ADA ATAU ENGGA, DASAR BERINGAS PEKOK MAKANAN TRS OTAKLU YG LU PIKIRIN GOBLOK","MANA SIH TOLOL TAKON AYAMNYA ISIH ANA APA ORA, DASAR BERINGAS PEKOK, PIKIRANMU MUNG PANGANAN TERUS, OTAKLU DI MANA, GOBLOK","WOI GOBLOK, NANYA AYAMNYA MASIH ADA APA NGGAK MELULU, DASAR PEKOK BERINGAS, OTAK LU ISINYA PANGANAN TERUS","TOLOL, OPO KOWE TAKON AYAM ISIH ANA TA ORA? DASAR BERINGAS PEKOK, PIKIRANMU PANGANAN TERUS AE, OTAKLU KOSONG, GOBLOK","NGAPA SIH LU, TANYA AYAMNYA ADA APA ENGGAK TERUS-TERUSAN, DASAR PEKOK DOYAN MANGAN, OTAKMU ORA KEPAKE, GOBLOK","EH GOBLOK, KOWE TAKON AYAM ISIH ONO PO RA TERUS, DASAR BERINGAS PEKOK, SING KOWE PIKIR MUNG PANGANAN, OTAKMU NGENDI?",hate speech
sakit banget ni tenggorokan jancok,"Tenggorokan gue sakit parah, jancok.","Loro tenan iki tenggorokan, jancok.","Sakit pol tenggorokan ini, jancok!","Tenggorokan ku nyeri banget, jancok rek.","Asem, tenggorokan iki loro banget, jancok.",not hate speech
USER USER Minus kamar mandinya suka ada jembut sama pernah ada kasus pasang hidden cam,"USER USER Minus: kamar mandine kerep ono jembut, terus biyen sempet ono kasus pasang hidden cam","USER USER Minusnya, kamar mandinya sering ada jembut, dan pernah ada kasus dipasangin hidden cam","USER USER Sing kurang, kamar mandi kok asring ana jembut, malah dulu pernah ana kasus hidden cam dipasang","USER USER Kekurangane, ing kamar mandi kerap ketemu jembut, lan tau ana kasus pasang hidden cam","USER USER Poin minus: kamar mandi sering nemu jembut, pernah juga kejadian kasus hidden cam terpasang",not hate speech
"Main SnowRunner agar supaya rilek dan tidak anxious tapi sampe map russia malah jadi anger management issue alias jancok truk kok nek ra kepater yo jempalik, mang anjing.","Niat main SnowRunner biar rileks lan ora anxious, eh pas mlebu map Rusia ujung-ujunge malah anger management issue; jancok, truk iki nek ra kepater yo jempalik, asu.","Maen SnowRunner buat santai ben ora anxious, tapi tekan map Russia malah dadi masalah emosi, jancok truke kok nek ra kepater mesti jempalik, mang anjing.","Pengen relaksasi karo SnowRunner supaya ora anxious, nanging begitu nyampe map Rusia langsung gawe anger management issue: jancok, truk nek ora kepater yo mbalik, asu.","SnowRunner tak mainno kanggo rilek lan ngilangke anxious, jebul tekan map Russia malah nge-trigger anger management issue; jancok, truk kok ra kepater malah jempalik, anjing.","Main SnowRunner maksude ben chill lan ga anxious, la kok pas map Rusia malah nguras emosi—jancok, truk iki nek ora kepater yo jempalik terus, anjing.",not hate speech
"USER jancok artinya “kamu hebat” 😁, soalnya hebat karo error diomongin sama org “jancok”","USER: ""jancok"" artinya ""kamu hebat"" 😁, soale tetep hebat karo error meski diomongin wong ""jancok"".","Menurut USER, ""jancok"" kuwi tegese ""kamu hebat"" 😁, soalnya hebat karo error nek diomongin karo wong ""jancok"".","Versi USER, kata ""jancok"" iku maknane ""kamu hebat"" 😁, mergo tetep hebat karo error sanajan diomongi wong ""jancok"".","USER bilang ""jancok"" = ""kamu hebat"" 😁, soale hebat karo error walau diomongin wong ""jancok"".","Kata USER, ""jancok"" padha wae karo ""kamu hebat"" 😁, mergo isih hebat karo error nek kena omongan wong ""jancok"".",not hate speech
"USER Woiiii DONGOOOO, noh stadion JIS tergenang, hebat yah hasil juragan dongo loe merusak rumput nya......buzzer"" kontol dan anak² pe'es'ong BLO'ON....otak dan isi hati kalian sama yakni BUSUK.. buat malu negara aja kalian. Yg bagus dirusak, eh yg rusak minta dilanjutkan. GEMBLUNG😡""","Woy DONGO, tuh JIS kebanjiran, mantap ya karya juragan dongo lo sampe ngancurin rumput... buzzer kontol karo anak² pe’es’ong BLO’ON, otakmu karo isi atimu padha BUSUK. Cuma bikin malu negara kalian. Sing apik dirusak, sing rusak malah minta diterusin. GEMBLUNG!","Hei DONGOOOO, lihat noh stadion JIS tergenang, hasil juragan dongo loe ngrusak rumputnya... buzzer-buzzer kontol lan bocah² pe’es’ong BLOON, otak lan ati kalian podo BUSUK kabeh, ngisin-ngisini negara wae. Sing apik kok dirusak, sing rusak kok pengin dilanjut. GEMBLUNG!","Woi DONGOO, JIS sampe banjir, hebat ya karya juragan dongo lo ngerusak rumput... buzzer kontol sama anak2 pe’es’ong BLO’ON, otakmu lan atimu padha BUSUK. Bikin malu negara aja kalian. Sing bener dirusak, sing wis rusak malah diterusin. GEMBLUNG!","Woy DONGOOOO, itu JIS tergenang, salut tenan karo juragan dongo lo sampe merusak rumput... buzzer2 kontol bareng anak² pe’es’ong BLOON, otak lan isi hati kalian yo BUSUK. Nggawe isin negara thok. Sing apik dirusak, sing rusak malah dilanjut. GEMBLUNG!","Eh DONGO, noh JIS kebak banyu, karya juragan dongo loe merusak rumputnya... buzzer kontol dan anak² pe’es’ong BLO’ON, otakmu karo hatimu podo-podo BUSUK, maluin negara wae. Sing apik kok dirusak, sing rusak malah njaluk diteruske. GEMBLUNG!",hate speech
"yang ini nggak lucu sih, gue mungkin bakal bilang gapapa gapapa tapi dalam hati gue pasti “jANCOK BABI NGENTOT TAI ASU” dah lo kaga mungkin liat gue seharian tuh ngelawak depan u","Ini mah nggak lucu sama sekali, gue di luar bilang gapapa gapapa, tapi njero ati gue udah maki “JANCOK BABI NGENTOT TAI ASU”, lo jangan ngarep gue ngelawak seharian depan u","Yang beginian ra lucu, gue mungkin pura-pura bilang oke aja, tapi batin gue teriak “JANCOK ASU TAI BABI NGENTOT”, kagak bakal gue ngelawak seharian di depan lo","Ora lucu iki, gue paling ngomongnya santai ‘gapapa’, tapi hati gue kebak sumpah serapah “JANCOK NGENTOT BABI TAI ASU”, lo mana mungkin liat gue ngejokes seharian di depan lu","Sumpah iki nggak lucu, di mulut gue bilang gapapa doang, tapi njero ati udah “JANCOK BABI ASU NGENTOT TAI”, jangan harap gue ngelucu depan lu seharian","Ini nggak lucu coy, gue mungkin bilang yaudah gapapa, tapi di hati gue meledak “JANCOK TAI ASU BABI NGENTOT”, lo nggak bakal nemu gue ngelawak seharian depan u",hate speech
standart dia tinggi juga untuk orang yang 0 macam aku ini agak susah ya memang jancok asu kabeh,"Standar dia ketinggian, buat wong level nol kayak aku iki ya memang susah, jancok asu kabeh","Dia pasang standar terlalu dhuwur, kanggo orang 0 model aku iki angel pol, jancok, asu kabeh","Standar’e dhuwur banget, untuk wong sing 0 kaya aku ngene ya ribet tenan, asu kabeh jancok","Standar tinggi gitu, gawe aku sing nol iki dadi susah bener, jancok asu kabeh","Standar dia tinggi banget, kanggo orang tipe 0 macam aku ya jelas angel, jancok, asu kabeh",not hate speech
USER tass tass tass all in walopun dapat trial dasar aku pekok 😌,"USER tass tass tass langsung all in padahal cuma dapet trial, dasar aku pekok 😌","USER tass tass tass tak gas all in meski mung entuk trial, yo aku pancen pekok 😌","USER tass tass tass all in wae, walau isih trial, aku iki pekok tenan 😌","USER tass tass tass aku malah all in, padahal mung trial tok, ngapa aku iki pekok ya 😌","USER tass tass tass nek isih trial kok tak all in, dhasar aku dhewe pekok 😌",not hate speech
USER DASAR ELU YANG PELIT MEDIT BRENGSEK NDER JANCOK SAMA ANAK ISTRI AJA PERHITUNGAN TAI GAUSAH NIKAH KALO GAMAU NAFKAHIN ANAK ORANG PANTEKKKKKKKK ARGHHH KIMAKKK KAU,"Dasar elu pelit medit brengsek, nder! Jancok, sama anak istri aja perhitungan. Tai, gausah nikah kalo gamau nafkahin anak orang, pantekkkk, kimak kau!","Elu itu pelit medit brengsek nder, jancok! Sama anak istri aja ngitung2, tai. Gausah nikah kalo gak mau nafkahin anak orang, pantek, kimakkk kau!","Jancok, kau pelit medit brengsek nder! Sama anak istri aja perhitungan, tai. Ngapain nikah kalo gamau nafkahin anak orang? Pantekkkkk, kimak!","Pelit medit brengsek kau, nder. Sama anak istri aja perhitungan, tai! Gausah nikah kalo gamau nafkahin anak orang, pantek! Kimakkk!","Arghhh jancok, dasar elu pelit medit brengsek nder! Sama anak istri aja pelit perhitungan, tai. Gausah nikah kalo gamau nafkahin anak orang, pantekkkkkk kimak kau!",hate speech
Emang gendeng netizen indo ini,Pancen gendeng netizen indo iki,Netizen indo iki pancen gendeng,Kok yo gendeng netizen indo iki,Emang iki netizen indo gendeng,Gendeng emang netizen indo iki,hate speech
"BJIRR LAHH, FAK KATA GUE TEH BANGSATTT ASU LO JANCOK","NJIR LAH, FAK KATA GUE TEH LO BANGSAT, ASU JANCOK!","BJIRR WOI, FAKK MENURUT GUE TEH LO ITU BANGSAT, ASU JANCOK!","ANJIR LAHH, FAK LAH KATA GUE TEH BANGSAT LO, ASU JANCUK!","NJIRR LA, FAKK SUMPAAH TEH, LO BANGSAT, ASU JANCOK!","BJIR LAHH, FAKKK KATA GUE TEH BANGSATTT LO, ASU JANCOK!",hate speech
YAELAH KAMPRET bgt ekonomi sulit dan silit,"Yaelah kampret bgt, ekonomi lagi sulit, silit pokoknya.","Astaga kampret, ekonomi susah pol, silit tenan iki.","Yaelah, kampret banget, ekonomi seret, silit ra karuan.","Duh kampret bgt, ekonomi makin angel, silit rasane.","Yaelah kampret, ekonomi susah bener, silit sampe mumet.",not hate speech
udah biasa liat si itil caper,wis apal ndelok si itil tukang caper,udah sering lihat si itil golek perhatian wae,"dah, ora kaget, si itil emang caper terus",sudah biasa ndelok si itil nyari panggung mulu,"wis lumrah kok, si itil seneng golek panggung",hate speech
USER 1 dtik 2 dtik doang mau ss jg kaga smpet emg mamanjing jancok nyari panggung doang,"USER 1-2 dtik doang, mau SS aja kaga sempet, mancing ae kowe, jancok, nyari panggung tok.","USER baru 1 dtik 2 dtik, arep SS wae ra keburu, jancok, mung golek panggung doang.","USER 1–2 detik thok, niat SS jg ga kesampean, jancok, emg kowe pancen cuma pansos.","USER bentar tok 1-2 dtik, mau SS jg ora sempet, jancok, kowe iki mung nyari panggung.","USER 1-2 detik bae, arep SS ae wis telat, jancok, asline mung golek panggung.",hate speech
"bocah gendeng assalamualaikum assalamualaikum, kelakuan ga bener","Cah edan, assalamualaikum assalamualaikum, tingkahmu gak bener.","Bocah gendeng iki, assalamualaikum assalamualaikum, kelakuanmu ga bener.","Bocah ora waras, assalamualaikum assalamualaikum, kelakuane ra bener.","Assalamualaikum assalamualaikum, bocah edan, prilakumu gak bener.","Bocah gila gendeng, assalamualaikum assalamualaikum, tingkahmu ra bener.",hate speech
INI MAKSUD GUE 😭 MNET JANCOK DIKIRA UDAH MENANG 1 JADI NOMINASI 1NYA DIKASIH KE ORANG LAIN 😭😭😭😭,"Ini maksud gue 😭 MNET jancok, disangkane udah menang #1, kok nominasi 1-nya malah dikasih ke orang lain 😭😭","Persis iki lho maksudku 😭 MNET jancok, kirain wis juara 1, eh nominasi 1 malah diparingke wong liya 😭😭😭","Ini lho sing tak omong, MNET jancok, dikira udah rank 1, tapi nominasi 1-ne kok malah diwenehke ke orang lain 😭","MNET jancok, goblok tenan, kupikir udah menang nomor 1, kok nominasi #1-e diserahke wong liya 😭😭","Iki maksud gue, MNET jancok, dikirain wes menang 1, lah kok nominasi siji-ne malah dipasrahke marang wong liyo 😭😭😭",hate speech
"akun² hatersnya sama ya nyampah disetiap akun yg bahas PRESTASI SALMA SALSABIL ndak usah mancing ya, aku nek kadung nesu kuntilanak ngguyu tak tapuk loh cangkeme nyi roro kidul tak jak ngalor loh 😤☺😌😫😏","akun2 hatersmu kok podo wae, nyampah ing saben akun sing bahas PRESTASI SALMA SALSABIL; ora usah mancing yo, aku nek wis kebak nesu, kuntilanak wae ngguyu, tak tabok loh cangkemu, nyi roro kidul tak jak ngalor 😤😏","Haters akunnya itu-itu terus, spam nang tiap akun yg ngomongin PRESTASI SALMA SALSABIL, ojok mancing-mancing ya; aku nek kadung nesu, nganti kuntilanak ngguyu, cangkemu tak tepak, nyi roro kidul tak gowo mlaku ngalor 😌","Akun² haters padha, nyampah disetiap akun bahas PRESTASI SALMA SALSABIL; ra usah mancing yo, aku nek keburu nesu, kuntilanak iso ngguyu, tak tapuk kowe, cangkeme nyi roro kidul tak seret ngalor 😫😏","Kok akun hatersé podo kabeh, terus wae nyampah ning akun sing bahas PRESTASI SALMA SALSABIL; ojo mancing, rek, aku nek wis nesu tenan, nganti kuntilanak ketawa, tak tabok cangkemu, nyi roro kidul tak tuntun ngalor ☺","Akun hatersnya sama wae, numpahi sampah di tiap akun yg bahas PRESTASI SALMA SALSABIL; wis ojo mancing ya, aku nek kadung nesu, kuntilanak wae ngguyu, cangkeme tak penet, nyi roro kidul tak ajak ngalor loh 😤😌",not hate speech
"USER Si paling waras, padahal pean lek ndelok mas Rio ta Haitham bawaane sange mulu jancok","USER ngaku paling waras, tapi kowe nek ndelok Mas Rio utawa Haitham bawaannya sange terus, jancok.","USER sok waras, padahal sampeyan yen ningali Mas Rio utawa Haitham langsung sange wae, asu.","USER sing katanya waras, tapi pean lek lihat Mas Rio apa Haitham kok sange mulu, cok.","USER paling waras konon, nyatane nek delok Mas Rio utawa Haitham rasane sange terus, jancuk.","USER si sok waras, ning saben ndelok Mas Rio apa Haitham pikiranmu sangean terus, jancok.",hate speech
adulting adalah ketika dikatain gendeng dijawab iya memang,"Adulting itu pas diarani gendeng, jawabnya simpel: iya, memang.","Adulting tuh ketika dikandhani gendeng, woles wae terus njawab: yo pancen.","Yang namanya adulting, dibilangi gendeng ya tinggal bilang: iya bener.","Adulting adalah saat dikatain gendeng, responnya: iya, pancen.","Adulting: yen kowe diomongi gendeng, kowe mung mbales, iya emang.",not hate speech
"USER Diem non, jan kek kontol. Giliran gue ngetwt ntar kaum lo playing victim pake rnb² gajelas kek asu","Diem woy, jangan kek kontol. Pas gue ngetwit, kaum lo ntar playing victim pake rnb² gajelas, kek asu.","Diam dulu non, jan kek kontol. Begitu gue ngetwt, kaum lo langsung playing victim pake rnb2 gajelas, kaya asu.","Ojo ribut, diem sik, jan kek kontol. Giliran gue ngettweet, kaum lo ntar playing victim pake rnb² gajelas, kek asu.","Diem aja, jangan sok kek kontol. Tiap gue ngetwit, kaum lo ujung-ujungnya playing victim pake rnb2 gajelas, persis kek asu.","Udah diem, jan kek kontol. Pas gue ngetwt doang, kaum lo pada playing victim pake rnb² gajelas, kek asu.",hate speech
"USER temen anjing : pinjem dulu 1jt, bulan depan gua balikin. si anying sampe 5 bulan belum balik balik asu asu","USER temen anjing: minjem dulu 1 juta, katanya bulan depan gue balikin. Anying, udah 5 bulan gak balik-balik, asu asu.","Si USER temen anjing banget, minta pinjem 1jt janji bulan depan dibalikin. Eh anying, sampe 5 bulan ra mbalekno, asu!","USER tuh temen anjing, ngutang 1jt dulu bilang bulan depan balik. Anying, 5 bulan lewat masih belum ngembaliin, asu asu.","Temen anjing si USER: pinjem 1jt dulu, bulan depan gua balikin katanya. Anying, wis 5 bulan ora mbalekno, asu!","USER temen anjing, minjem 1 juta dulu janji bulan depan balik. Anying, sampai 5 bulan durung dibalekno, asu asu.",hate speech
USER Emang sll pake kekerasan rezim laknat...udh mau lengser msh aja pake kekuatan preman..dasar jancok,"USER Emang rezim laknat iki sll main kekerasan, udh mau lengser tetep wae ngandel kekuatan preman, dasar jancok.","USER Rezim laknat dari dulu pake kekerasan mulu, wis arep lengser isih wae ngandel kekuatan preman... jancok.","USER Laknat tenan iki rezim, sll ngandel kekerasan; udh mau lengser pun msh aja pake kekuatan preman, jancok dasar.","USER Rezim laknat kok yo terus-terusan pake kekerasan, udh di ambang lengser tetep pake kekuatan preman... jancok.","USER Emang begitulah rezim laknat, dari awal sll pake kekerasan; meski mau lengser masih aja ngandel kekuatan preman, dasar jancok.",hate speech
"USER USER USER USER sebut namanya bos gausah temen gue, kenalan gue, saudara gue, cok jancok cuma pake alasan itu doang buat roasting gada bukti wkwk gue bukan lulusan stan tapi eneg juga sama yang suka ngomong tanpa dasar dah dijelasin tapi masih kekeuh  ketahuan gobloknya","USER USER USER USER sebut namane bos, ra usah bawa-bawa temen gue, kenalan gue, saudara gue; cok jancok, cuma ngandel alesan itu tok buat roasting tanpa bukti wkwk. Gue ora lulusan STAN tapi muak karo sing ngoceh tanpa dasar; udah dijelasin tetep kekeuh, ketok gobloke.","USER USER USER USER langsung sebut namanya bos, ga usah ngeles pake temen/kenalan/sodara gue; jancok, roasting doang modal alasan receh tanpa bukti wkwk. Gue bukan anak STAN tapi eneg ndelok wong sing ngomong ora nganggo dasar; udah dijelasin masih aja ngeyel, goblokmu kebuka.","USER USER USER USER tulis wae jenenge bos, ra sah nyeret-nyeret temen gue, kenalan gue, saudara gue; cok, jancok, cuma alasan ngap buat roasting, buktine ora ono wkwk. Gue dudu lulusan STAN tapi tetep muak karo sing sok ngomong tanpa landasan; wis tak jelasin tetep kekeuh, ketara gobloke.","USER USER USER USER bilang aja sopo jenengmu bos, ora usah bawa temen/kenalan/saudara gue; cok jancok, cuma pake alasan itu buat nge-roasting tanpa bukti wkwk. Gue bukan STAN, tapi eneg karo tipe wong sing ngomong ngelantur tanpa dasar; dijelasin berkali-kali tetep ngeyel, keliatan gobloknya.","USER USER USER USER sebut wae jenengmu bos, ra perlu nyebut temen gue, kenalan gue, saudara gue; jancok cok, modal alesan itu thok buat roasting ga ada bukti wkwk. Gue ora lulusan STAN tapi jijik karo sing demen bacot tanpa dasar; udah dijelasin tetep ajeg kekeuh, goblok kebongkar.",hate speech
Udah 2x tanding dapet wasit yang goblok. Entah mata dia yang picek ga bisa liat atau karena dia ga ngerti peraturan baru. Dan tololnya selalu mihak ke musuh anjg,"Dari 2 kali tanding, wasitnya goblok mulu; matanya picek ra iso ndelok apa gimana, atau emang ora ngerti aturan anyar; ujung-ujunge selalu mihak musuh anjg","Wis kaping loro main, tetep wae ketemu wasit bego; iki matane picek kok ra iso ndelok, apa pancen ora paham aturan anyar, dan parahnya selalu belain musuh anjg","Udah dua laga, wasitnya koplak terus; entuk wasit beginian, matane picek ora ndelok-ndelok, atau dia ra ngerti peraturan anyar, jadine mihak lawan terus anjg","Kaping pindho tanding, isih wae dapet wasit dongo; ini matanya buta separo ra iso ndelok, atau sama sekali ga ngerti aturan anyar, trus malah memihak musuh anjg","Baru 2 match aja, wasitnya tolol pol; matanya picek ga bisa liat opo-opo, apa wong iki ra ngerti aturan baru, akhirnya ya belain musuh terus anjg",hate speech
